CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
159822,1,4,Computer,3,18,Debit Card,Female,4,2,Grocery,5,Single,6,1,12,2,,1,257
159823,1,1,Computer,1,7,Credit Card,Male,3,6,Mobile Phone,5,Married,3,0,15,3,3,3,148
159824,1,0,Phone,1,12,Credit Card,Female,2,5,Mobile Phone,4,Single,7,0,18,1,2,1,144
159825,1,0,Phone,1,,CC,Male,2,4,Mobile,3,Married,2,0,20,0,1,0,124
159826,1,0,Computer,1,,CC,Male,3,5,Mobile,4,Married,2,0,15,0,1,7,124
159827,1,0,Computer,1,,CC,Male,2,4,Mobile,4,Single,8,0,17,0,1,4,124
159828,1,2,Phone,1,6,CC,Male,3,3,Mobile,1,Married,8,1,16,1,2,2,124
159829,1,0,Phone,1,,Debit Card,Male,3,4,Mobile,2,Married,7,1,14,1,1,0,124
159830,1,1,Phone,3,22,E wallet,Male,3,5,Mobile Phone,3,Married,3,0,13,1,2,1,149
159831,1,1,Mobile Phone,3,11,Credit Card,Male,3,5,Fashion,1,Married,11,0,12,5,7,,228
159832,1,1,Phone,1,7,Debit Card,Male,3,5,Mobile Phone,3,Married,3,1,13,1,2,1,136
159833,1,,Mobile Phone,3,16,Debit Card,Male,3,1,Mobile Phone,4,Married,2,0,21,0,1,0,117
159834,1,0,Phone,1,9,Debit Card,Male,2,3,Mobile Phone,5,Married,8,1,13,1,1,4,142
159835,1,0,Computer,1,8,Debit Card,Male,3,5,Mobile,2,Married,1,1,13,1,1,0,123
159836,1,0,Phone,1,32,Debit Card,Male,2,3,Mobile Phone,3,Single,7,0,13,2,2,1,144
159837,1,1,Phone,1,22,Credit Card,Male,3,5,Mobile Phone,1,Married,6,0,12,1,3,3,148
159838,1,5,Computer,3,18,Debit Card,Female,2,3,Grocery,5,Single,1,1,12,7,,14,238
159839,1,,Mobile Phone,1,9,Debit Card,Female,2,4,Mobile Phone,1,Divorced,2,1,14,0,1,0,116
159840,1,0,Phone,1,16,CC,Male,2,3,Mobile,1,Married,3,0,13,0,1,3,130
159841,1,0,Phone,1,,Debit Card,Male,2,4,Mobile,2,Divorced,5,1,11,1,2,0,123
159842,1,0,Phone,1,16,CC,Male,3,5,Mobile,1,Married,1,0,13,1,1,0,134
159843,1,1,Phone,1,,COD,Male,3,4,Mobile Phone,5,Single,3,1,11,1,2,1,136
159844,1,14,Phone,1,,Debit Card,Male,2,4,Mobile,1,Single,10,1,24,1,2,7,125
159845,1,8,Phone,1,16,Credit Card,Female,3,4,Mobile Phone,5,Single,6,0,12,2,3,3,149
159846,1,2,Computer,1,35,Debit Card,Female,2,3,Grocery,4,Married,8,1,12,7,11,,222
159847,1,1,Computer,3,32,E wallet,Female,4,5,Mobile Phone,5,Single,3,0,15,2,2,1,154
159848,1,1,Mobile Phone,1,9,Credit Card,Female,3,4,Mobile Phone,1,Married,3,1,14,2,2,1,151
159849,1,1,Computer,1,31,Debit Card,Female,4,5,Mobile Phone,1,Single,3,1,25,6,7,8,164
159850,1,1,Mobile Phone,3,28,E wallet,Female,3,5,Fashion,3,Married,3,1,12,2,4,11,198
159851,1,1,Mobile Phone,3,20,Debit Card,Female,3,4,Fashion,4,Married,11,1,18,7,10,,229
159852,1,14,Computer,1,30,Debit Card,Male,2,4,Fashion,3,Single,3,0,13,0,1,3,207
159853,1,9,Mobile Phone,3,29,Debit Card,Male,3,4,Mobile Phone,5,Married,5,0,13,3,3,3,153
159854,1,1,Mobile Phone,1,23,Debit Card,Male,3,5,Mobile Phone,3,Married,7,1,11,2,2,2,152
159855,1,0,Phone,1,28,Credit Card,Male,2,3,Mobile Phone,3,Married,10,0,21,2,2,2,148
159856,1,,Computer,3,11,E wallet,Female,3,4,Mobile Phone,4,Single,2,0,19,0,1,0,119
159857,1,1,Phone,3,30,Debit Card,Female,3,5,Mobile Phone,1,Single,3,1,14,2,2,1,149
159858,1,1,Mobile Phone,1,9,Cash on Delivery,Male,3,4,Fashion,1,Married,2,0,17,5,8,8,201
159859,1,1,Computer,1,18,Credit Card,Male,3,6,Mobile Phone,1,Married,2,1,12,1,2,1,148
159860,1,1,Mobile Phone,3,7,COD,Female,3,3,Laptop & Accessory,4,Single,8,1,17,0,1,0,167
159861,1,1,Computer,3,7,UPI,Male,3,6,Laptop & Accessory,3,Single,8,0,13,2,2,1,192
159862,1,4,Mobile Phone,3,33,E wallet,Male,4,5,Laptop & Accessory,5,Single,4,0,16,2,2,1,189
159863,1,1,Mobile Phone,3,33,E wallet,Male,4,4,Laptop & Accessory,1,Married,7,0,22,3,3,3,186
159864,1,1,Mobile Phone,3,19,E wallet,Male,4,4,Laptop & Accessory,3,Single,7,1,15,3,3,3,186
159865,1,0,Phone,1,6,CC,Female,2,4,Mobile,1,Married,2,1,16,0,1,1,124
159866,1,0,Computer,3,,E wallet,Male,2,3,Mobile,1,Single,1,1,14,0,1,0,124
159867,1,0,Phone,1,15,Debit Card,Female,,4,Mobile,5,Married,2,0,17,0,1,1,128
159868,1,0,Computer,2,29,UPI,Male,3,5,Mobile,4,Married,1,0,13,1,1,0,123
159869,1,,Mobile Phone,1,28,Debit Card,Male,2,4,Mobile,3,Married,5,1,11,1,1,2,120
159870,1,1,Computer,1,13,Credit Card,Male,3,4,Mobile Phone,5,Single,4,0,12,1,2,1,157
159871,1,,Computer,3,36,Credit Card,Female,2,3,Mobile Phone,5,Single,2,0,19,0,1,0,116
159872,1,1,Phone,3,9,Credit Card,Female,3,4,Mobile Phone,3,Single,3,0,14,2,2,1,136
159873,1,1,Computer,1,26,Credit Card,Male,3,5,Mobile Phone,3,Married,7,1,13,2,2,5,160
159874,1,1,Computer,3,33,E wallet,Female,3,4,Mobile Phone,1,Single,3,0,12,1,2,1,149
159875,1,1,Mobile Phone,1,15,Debit Card,Male,4,6,Laptop & Accessory,3,Divorced,6,0,13,7,8,8,187
159876,1,1,Mobile Phone,3,15,Debit Card,Male,3,5,Laptop & Accessory,5,Single,7,0,23,2,2,2,192
159877,1,1,Mobile Phone,3,6,Credit Card,Male,3,5,Laptop & Accessory,5,Married,3,0,15,5,8,5,183
159878,1,0,Mobile Phone,3,9,Credit Card,Male,3,4,Laptop & Accessory,3,Married,2,1,18,1,6,7,197
159879,1,0,Phone,3,11,Cash on Delivery,Male,2,4,Laptop & Accessory,2,Divorced,4,0,14,0,2,2,146
159880,1,0,Computer,1,8,Credit Card,Male,2,3,Mobile Phone,3,Single,2,0,17,2,7,7,141
159881,1,1,Mobile Phone,3,18,Credit Card,Female,3,5,Mobile Phone,5,Married,8,0,23,1,2,3,153
159882,1,2,Phone,1,30,Credit Card,Female,3,5,Mobile Phone,2,Divorced,7,0,13,2,3,3,149
159883,1,1,Mobile Phone,3,23,Debit Card,Male,3,4,Laptop & Accessory,5,Single,7,1,21,1,2,1,183
159884,1,6,Mobile Phone,3,15,Debit Card,Female,2,5,Laptop & Accessory,5,Single,9,0,23,0,1,0,164
159885,1,8,Mobile Phone,3,16,Debit Card,Female,3,3,Laptop & Accessory,5,Single,3,0,24,0,1,0,143
159886,1,0,Mobile Phone,3,29,E wallet,Female,3,4,Laptop & Accessory,3,Single,4,0,20,1,2,2,199
159887,1,0,Mobile Phone,1,14,Debit Card,Female,2,3,Laptop & Accessory,3,Married,2,0,19,0,1,8,142
159888,1,1,Mobile Phone,1,8,Cash on Delivery,Female,2,5,Others,1,Married,5,0,16,2,16,9,320
159889,1,1,Computer,3,7,COD,Male,4,5,Laptop & Accessory,3,Married,8,0,15,2,2,5,178
159890,1,6,Phone,1,13,Credit Card,Female,2,4,Mobile Phone,5,Divorced,10,1,22,0,1,3,139
159891,1,0,Mobile Phone,3,23,E wallet,Male,2,4,Laptop & Accessory,5,Single,7,1,16,0,1,2,153
159892,1,1,Computer,3,20,COD,Female,3,5,Laptop & Accessory,4,Single,9,0,12,2,3,,324
159893,1,1,Computer,1,9,Debit Card,Male,4,5,Fashion,3,Single,8,0,13,2,2,,225
159894,1,1,Mobile Phone,1,36,Credit Card,Male,3,4,Fashion,3,Single,9,0,21,,8,8,261
159895,1,,Phone,1,12,Debit Card,Female,2,4,Mobile,5,Married,2,1,21,0,1,0,121
159896,1,,Computer,3,7,COD,Female,2,4,Mobile Phone,5,Single,2,0,22,1,1,0,119
159897,1,0,Computer,3,18,Debit Card,Female,2,3,Mobile,5,Single,2,1,12,1,1,2,123
159898,1,1,Phone,1,9,Debit Card,Male,4,6,Mobile Phone,2,Single,9,0,23,2,4,8,147
159899,1,1,Phone,1,12,Debit Card,Male,3,6,Mobile Phone,5,Married,3,0,18,2,2,1,139
159900,1,0,Mobile Phone,3,30,E wallet,Male,2,4,Fashion,3,Single,2,0,13,1,1,9,176
159901,1,0,Computer,1,30,Debit Card,Male,3,5,Mobile,3,Married,2,1,22,1,1,0,123
159902,1,11,Computer,3,18,Debit Card,Male,3,4,Grocery,4,Single,9,0,15,7,,11,254
159903,1,1,Mobile Phone,3,15,E wallet,Male,4,4,Laptop & Accessory,1,Married,11,0,11,2,3,1,171
159904,1,0,Mobile Phone,3,14,Credit Card,Male,2,4,Laptop & Accessory,3,Divorced,2,0,12,6,7,4,158
159905,1,0,Computer,3,35,UPI,Female,2,4,Laptop & Accessory,4,Married,6,1,11,1,1,1,167
159906,1,19,Computer,3,33,Debit Card,Male,3,4,Laptop & Accessory,3,Single,6,1,12,1,2,4,177
159907,1,4,Computer,3,32,E wallet,Female,4,5,Laptop & Accessory,5,Single,4,0,15,2,2,1,189
159908,1,1,Computer,1,31,Debit Card,Male,4,4,Fashion,3,Single,3,1,15,2,5,8,199
159909,1,0,Computer,3,6,Cash on Delivery,Male,2,3,Mobile,3,Single,3,0,14,0,1,0,132
159910,1,5,Mobile Phone,1,31,Debit Card,Male,3,6,Mobile Phone,3,Single,6,0,12,1,2,1,153
159911,1,15,Mobile Phone,3,20,E wallet,Female,3,3,Fashion,3,Single,10,1,18,7,7,7,184
159912,1,21,Mobile Phone,1,15,Debit Card,Male,3,5,Mobile Phone,5,Married,6,0,17,2,2,2,150
159913,1,,Mobile Phone,1,20,Debit Card,Female,2,4,Mobile Phone,4,Divorced,2,1,18,1,1,0,114
159914,1,1,Mobile Phone,3,10,Debit Card,Male,4,4,Mobile Phone,3,Single,7,0,15,3,3,3,169
159915,1,0,Mobile Phone,3,16,Credit Card,Male,2,5,Fashion,5,Married,2,0,17,6,9,8,204
159916,1,1,Phone,1,9,Debit Card,Female,3,5,Mobile Phone,3,Single,7,0,13,2,2,5,149
159917,1,14,Mobile Phone,3,33,E wallet,Female,3,5,Mobile Phone,1,Married,3,0,22,2,2,3,152
159918,1,0,Phone,1,22,UPI,Male,2,4,Laptop & Accessory,3,Married,2,0,15,2,3,8,145
159919,1,4,Computer,3,6,Debit Card,Female,4,2,Grocery,3,Married,6,0,11,2,,1,257
159920,1,1,Mobile Phone,1,15,Debit Card,Male,4,4,Mobile Phone,4,Single,3,0,13,2,2,1,150
159921,1,0,Computer,1,17,Credit Card,Male,3,3,Fashion,2,Divorced,7,0,17,0,1,0,200
159922,1,1,Phone,1,13,Credit Card,Male,3,6,Mobile Phone,5,Single,7,0,23,2,2,5,149
159923,1,1,Mobile Phone,3,11,E wallet,Female,4,4,Laptop & Accessory,3,Single,3,1,13,1,2,9,178
159924,1,2,Mobile Phone,3,10,Credit Card,Male,4,4,Laptop & Accessory,2,Divorced,9,0,11,1,2,1,192
159925,1,2,Mobile Phone,1,36,Credit Card,Female,4,4,Laptop & Accessory,4,Single,9,0,12,2,2,1,192
159926,1,7,Phone,1,17,Credit Card,Female,3,5,Mobile Phone,5,Single,11,1,16,2,2,1,149
159927,1,4,Mobile Phone,1,19,Cash on Delivery,Female,2,3,Others,3,Married,4,0,,1,15,8,295
159928,1,0,Mobile Phone,3,12,Debit Card,Female,2,4,Fashion,4,Single,6,1,20,5,11,46,206
159929,1,1,Mobile Phone,1,35,Credit Card,Female,3,4,Mobile Phone,5,Married,8,1,19,2,3,3,159
159930,1,3,Mobile Phone,3,34,Debit Card,Male,3,4,Laptop & Accessory,3,Single,6,0,13,2,2,1,177
159931,1,0,Mobile Phone,1,18,Credit Card,Female,2,3,Laptop & Accessory,4,Divorced,3,0,16,1,1,2,142
159932,1,0,Mobile Phone,1,17,Credit Card,Female,3,3,Laptop & Accessory,4,Married,2,0,15,3,6,7,162
159933,1,1,Mobile Phone,3,35,E wallet,Male,3,4,Laptop & Accessory,5,Married,5,1,14,1,3,,224
159934,1,0,Phone,1,21,UPI,Female,3,3,Laptop & Accessory,3,Married,2,0,14,0,1,1,149
159935,1,1,Mobile Phone,1,27,Debit Card,Male,3,4,Laptop & Accessory,3,Married,3,1,13,2,2,9,167
159936,1,1,Mobile Phone,1,29,Credit Card,Male,4,4,Laptop & Accessory,2,Divorced,3,0,12,6,7,8,187
159937,1,14,Phone,1,13,Credit Card,Male,3,4,Laptop & Accessory,5,Married,5,1,22,2,2,1,172
159938,1,0,Computer,3,30,Debit Card,Male,3,3,Laptop & Accessory,4,Single,10,1,16,1,2,0,146
159939,1,5,Phone,1,13,Debit Card,Male,3,3,Laptop & Accessory,3,Divorced,10,0,18,2,2,3,172
159940,1,1,Computer,3,9,Credit Card,Male,3,6,Laptop & Accessory,3,Married,8,1,18,2,2,1,192
159941,1,0,Mobile Phone,3,19,Debit Card,Female,3,1,Laptop & Accessory,4,Single,9,0,16,1,1,5,160
159942,1,5,Mobile Phone,3,21,Credit Card,Male,4,4,Laptop & Accessory,1,Married,10,0,14,1,2,6,185
159943,1,,Phone,1,,COD,Male,3,3,Mobile,5,Single,3,1,11,0,2,0,123
159944,1,0,Phone,1,,CC,Male,3,3,Mobile,2,Married,2,1,13,1,1,0,124
159945,1,0,Computer,3,,CC,Male,,4,Mobile,3,Married,2,1,11,4,7,7,127
159946,1,,Phone,3,8,CC,Female,3,3,Mobile,3,Single,1,0,13,0,1,5,121
159947,1,0,Phone,1,,CC,Female,2,4,Mobile,5,Married,2,1,17,0,1,0,124
159948,1,,Phone,1,15,UPI,Female,3,3,Mobile,5,Divorced,2,1,12,1,1,0,121
159949,1,,Phone,1,20,UPI,Female,3,3,Mobile,4,Married,2,1,24,0,1,0,121
159950,1,0,Phone,1,7,COD,Male,3,3,Mobile,3,Single,3,0,15,0,1,0,135
159951,1,0,Mobile Phone,3,9,Credit Card,Female,2,3,Laptop & Accessory,2,Single,2,0,17,4,7,4,158
159952,1,0,Computer,1,32,Debit Card,Female,3,2,Laptop & Accessory,5,Married,9,0,20,1,2,2,147
159953,1,0,Phone,1,7,CC,Female,2,3,Mobile,1,Married,2,0,16,1,1,0,124
159954,1,0,Phone,1,8,Debit Card,Male,,2,Mobile,2,Married,2,1,13,0,1,0,128
159955,1,0,Phone,3,6,COD,Female,3,3,Mobile,4,Single,2,0,16,1,1,4,132
159956,1,0,Computer,3,18,Debit Card,Male,,3,Mobile,2,Married,2,0,19,0,1,0,129
159957,1,1,Phone,1,12,COD,Male,3,4,Mobile Phone,2,Divorced,3,0,15,1,2,1,148
159958,1,0,Phone,3,13,E wallet,Female,,1,Mobile,4,Single,2,0,13,0,1,0,127
159959,1,1,Phone,1,24,COD,Male,4,6,Mobile Phone,1,Married,3,1,13,1,2,1,148
159960,1,0,Phone,3,16,Credit Card,Male,,3,Mobile,1,Single,2,0,14,1,2,2,127
159961,1,1,Mobile Phone,1,14,COD,Male,4,4,Mobile Phone,3,Married,3,1,14,2,2,2,153
159962,1,1,Phone,3,9,Debit Card,Male,3,4,Mobile Phone,1,Single,3,0,15,1,2,1,136
159963,1,1,Mobile Phone,3,15,Debit Card,Male,4,4,Fashion,5,Single,3,0,14,1,2,,211
159964,1,1,Computer,1,8,Debit Card,Male,3,4,Fashion,1,Married,11,0,11,2,2,,225
159965,1,0,Phone,1,31,COD,Female,3,4,Mobile Phone,1,Single,8,1,19,1,1,4,142
159966,1,1,Phone,1,9,Debit Card,Male,3,4,Mobile Phone,3,Single,3,0,12,2,2,1,139
159967,1,1,Phone,3,27,Debit Card,Male,3,4,Mobile Phone,3,Divorced,3,1,12,1,2,1,142
159968,1,1,Computer,1,11,COD,Male,4,4,Mobile Phone,1,Single,3,1,24,2,2,1,151
159969,1,2,Phone,1,15,Credit Card,Male,3,3,Mobile Phone,5,Single,1,0,22,0,1,3,139
159970,1,1,Phone,3,16,Credit Card,Male,3,4,Mobile Phone,1,Single,3,0,14,1,2,1,136
159971,1,1,Phone,2,9,Credit Card,Male,3,5,Mobile Phone,4,Married,3,0,12,1,2,1,136
159972,1,1,Mobile Phone,1,25,UPI,Female,3,4,Mobile Phone,1,Single,3,0,20,1,2,2,153
159973,1,,Computer,3,9,Credit Card,Male,2,3,Mobile Phone,1,Single,2,1,12,1,1,0,116
159974,1,1,Computer,3,31,COD,Female,3,4,Mobile Phone,5,Single,5,0,18,2,2,1,154
159975,1,1,Mobile Phone,1,36,Credit Card,Female,3,4,Fashion,3,Single,9,0,23,,8,8,261
159976,1,0,Phone,1,12,Credit Card,Male,3,3,Mobile Phone,4,Single,6,0,18,1,1,2,139
159977,1,1,Computer,1,19,Debit Card,Female,4,2,Fashion,2,Divorced,3,1,12,2,5,8,199
159978,1,1,Phone,1,26,Credit Card,Male,3,5,Mobile Phone,3,Married,2,1,13,2,2,1,149
159979,1,1,Computer,1,12,Debit Card,Male,3,5,Mobile Phone,2,Single,3,1,18,2,2,1,154
159980,1,1,Computer,3,15,E wallet,Female,3,4,Mobile Phone,5,Married,3,0,19,2,2,3,148
159981,1,1,Phone,3,16,Credit Card,Female,3,5,Mobile Phone,1,Single,3,0,17,2,2,1,136
159982,1,0,Computer,1,10,Cash on Delivery,Male,2,3,Fashion,5,Single,1,1,22,4,7,7,176
159983,1,0,Computer,3,8,Credit Card,Female,2,3,Mobile,1,Single,3,0,16,0,1,0,132
159984,1,1,Phone,1,34,Debit Card,Female,4,5,Mobile Phone,5,Single,8,0,20,2,2,8,149
159985,1,21,Mobile Phone,1,19,Cash on Delivery,Female,3,4,Others,3,Divorced,9,0,,8,14,9,317
159986,1,0,Computer,3,34,Debit Card,Male,3,5,Mobile Phone,2,Single,2,1,19,1,1,0,111
159987,1,1,Computer,1,12,Credit Card,Male,3,6,Mobile Phone,3,Divorced,3,1,15,1,2,1,144
159988,1,1,Phone,1,23,Debit Card,Female,3,6,Mobile Phone,5,Single,3,1,23,1,2,1,141
159989,1,4,Mobile Phone,1,9,Cash on Delivery,Male,2,3,Others,1,Married,2,0,17,9,15,8,295
159990,1,8,Mobile Phone,1,8,Cash on Delivery,Female,4,4,Others,1,Married,7,0,16,1,1,4,299
159991,1,1,Computer,1,13,Debit Card,Male,3,5,Mobile Phone,5,Divorced,3,1,23,2,2,3,147
159992,1,15,Mobile Phone,1,6,Debit Card,Female,3,4,Mobile Phone,4,Single,11,1,13,2,3,8,150
159993,1,0,Computer,1,8,Debit Card,Female,3,1,Mobile Phone,5,Single,2,1,23,0,6,7,139
159994,1,1,Computer,3,31,Credit Card,Female,3,6,Mobile Phone,1,Single,3,1,19,2,4,1,148
159995,1,3,Phone,3,16,Debit Card,Male,3,4,Laptop & Accessory,4,Married,5,0,21,1,2,1,146
159996,1,0,Phone,1,13,Debit Card,Male,3,5,Laptop & Accessory,3,Divorced,6,0,18,1,1,0,148
159997,1,1,Mobile Phone,3,34,E wallet,Female,3,4,Laptop & Accessory,2,Married,5,0,23,1,3,,224
159998,1,13,Mobile Phone,1,18,Credit Card,Male,2,3,Laptop & Accessory,4,Divorced,4,0,16,0,1,3,147
159999,1,4,Computer,3,33,Debit Card,Male,3,3,Laptop & Accessory,5,Divorced,9,0,15,1,1,5,160
160000,1,13,Computer,1,20,Debit Card,Male,2,3,Laptop & Accessory,4,Married,4,1,18,0,1,3,168
160001,1,1,Mobile Phone,1,10,Credit Card,Male,3,4,Laptop & Accessory,5,Married,3,0,14,4,8,8,183
160002,1,0,Phone,3,32,Debit Card,Female,3,3,Laptop & Accessory,5,Married,3,0,14,0,1,2,142
160003,1,13,Computer,3,13,E wallet,Female,3,3,Laptop & Accessory,3,Married,8,0,17,1,1,1,167
160004,1,0,Phone,3,7,Debit Card,Female,2,3,Laptop & Accessory,4,Single,4,1,11,3,3,2,146
160005,1,0,Phone,3,19,Credit Card,Female,3,5,Laptop & Accessory,5,Married,2,0,17,3,6,7,162
160006,1,0,Phone,1,,CC,Male,3,4,Mobile,5,Single,2,1,17,0,1,0,124
160007,1,,Phone,1,6,CC,Male,3,3,Mobile,1,Married,3,1,16,2,2,0,123
160008,1,,Phone,2,13,UPI,Male,3,5,Mobile,5,Married,8,1,23,1,3,7,122
160009,1,20,Computer,1,,CC,Male,2,3,Mobile,4,Single,10,0,17,0,1,2,124
160010,1,0,Phone,1,,CC,Male,2,4,Mobile,5,Married,2,1,17,0,1,0,124
160011,1,0,Phone,1,33,UPI,Male,,3,Mobile,3,Single,2,0,16,0,1,7,127
160012,1,0,Phone,3,16,E wallet,Male,,5,Mobile,5,Single,2,1,18,1,2,2,128
160013,1,0,Phone,3,9,Debit Card,Female,,3,Mobile,4,Single,2,1,,0,1,0,127
160014,1,0,Computer,1,9,COD,Male,,4,Mobile,5,Single,1,0,22,0,1,4,131
160015,1,0,Phone,1,,Debit Card,Male,2,4,Mobile,1,Single,2,0,16,0,1,1,124
160016,1,0,Phone,1,,CC,Female,2,4,Mobile,3,Married,2,0,20,0,1,1,124
160017,1,0,Computer,1,,CC,Female,2,3,Mobile,4,Married,2,0,15,1,1,2,123
160018,1,0,Phone,1,14,COD,Female,,3,Mobile,3,Married,2,0,12,0,1,7,127
160019,1,0,Phone,1,,Debit Card,Male,3,4,Mobile,1,Married,2,1,14,1,1,0,126
160020,1,3,Phone,1,10,COD,Male,2,4,Mobile,5,Single,3,0,19,0,1,0,128
160021,1,,Phone,1,31,Debit Card,Male,2,4,Mobile,1,Single,6,1,24,0,1,3,120
160022,1,0,Phone,1,16,CC,Female,3,3,Mobile,1,Married,2,0,13,0,1,0,134
160023,1,0,Phone,1,,Debit Card,Male,3,3,Mobile,5,Single,2,1,20,4,7,7,124
160024,1,,Phone,1,15,UPI,Female,3,3,Mobile,5,Divorced,2,1,12,1,1,0,121
160025,1,0,Computer,2,14,UPI,Female,,3,Mobile,1,Married,1,0,11,0,1,0,129
160026,1,0,Phone,1,8,Debit Card,Female,,3,Mobile,5,Married,2,1,12,1,1,1,128
160027,1,,Computer,3,7,COD,Male,3,1,Mobile Phone,5,Single,2,0,22,1,1,0,119
160028,1,,Phone,1,15,UPI,Female,3,3,Mobile,5,Divorced,3,1,12,2,2,0,123
160029,1,0,Phone,1,11,COD,Female,,3,Mobile,3,Single,2,1,13,1,1,0,130
160030,1,,Phone,1,9,Debit Card,Female,3,3,Mobile,1,Married,4,1,14,0,1,3,122
160031,1,7,Phone,1,,Debit Card,Female,2,3,Mobile,4,Single,5,1,23,1,1,2,124
160032,1,2,Computer,1,11,Debit Card,Male,,4,Mobile,5,Married,2,0,17,1,1,2,129
160033,1,,Computer,1,8,Debit Card,Male,2,4,Mobile,1,Married,2,1,13,1,1,2,122
160034,1,,Phone,1,12,Debit Card,Female,3,4,Mobile,5,Married,2,0,18,0,1,0,121
160035,1,,Mobile Phone,3,7,COD,Male,3,5,Mobile Phone,4,Single,2,1,17,0,1,0,114
160036,1,19,Phone,3,13,E wallet,Male,3,4,Mobile,4,Single,2,0,13,0,1,0,129
160037,1,1,Phone,2,29,UPI,Male,4,2,Mobile Phone,5,Married,3,1,15,2,2,1,141
160038,1,19,Phone,1,6,Cash on Delivery,Male,3,3,Mobile,4,Single,9,1,11,6,9,8,123
160039,1,1,Mobile Phone,3,15,Debit Card,Male,3,4,Fashion,5,Single,2,0,23,3,5,,221
160040,1,,Phone,1,36,Debit Card,Female,3,5,Mobile,4,Divorced,8,0,13,1,3,7,122
160041,1,4,Mobile Phone,3,17,E wallet,Male,3,5,Fashion,2,Married,4,0,18,2,2,,216
160042,1,0,Phone,1,18,Debit Card,Female,2,4,Mobile,5,Single,5,0,12,1,2,0,123
160043,1,1,Phone,1,15,UPI,Female,3,4,Mobile Phone,5,Married,3,1,12,2,2,1,139
160044,1,0,Computer,3,9,Debit Card,Female,,4,Mobile,1,Married,8,1,11,0,1,0,128
160045,1,1,Phone,1,14,Debit Card,Male,4,6,Mobile Phone,5,Single,2,1,15,2,2,2,148
160046,1,0,Mobile Phone,3,10,E wallet,Male,3,3,Fashion,1,Single,3,1,12,0,1,0,182
160047,1,7,Phone,1,11,Debit Card,Female,2,4,Mobile,5,Married,5,0,17,1,1,2,124
160048,1,1,Phone,1,29,Debit Card,Male,4,2,Mobile Phone,3,Divorced,3,1,12,1,2,1,141
160049,1,1,Mobile Phone,3,9,E wallet,Male,3,4,Mobile Phone,3,Married,4,1,14,2,2,3,155
160050,1,19,Mobile Phone,3,18,E wallet,Female,3,2,Grocery,1,Married,8,0,19,,4,9,262
160051,1,1,Computer,1,14,Debit Card,Male,4,4,Fashion,4,Single,5,0,12,2,2,,212
160052,1,0,Phone,1,14,Debit Card,Female,2,3,Mobile,1,Single,2,0,15,2,2,2,135
160053,1,1,Computer,3,7,COD,Male,3,4,Mobile Phone,5,Single,3,0,22,1,2,1,149
160054,1,15,Computer,1,15,COD,Female,4,4,Fashion,3,Divorced,4,0,15,2,2,4,232
160055,1,1,Computer,1,11,COD,Male,3,4,Mobile Phone,5,Single,1,0,20,4,4,1,148
160056,1,1,Phone,3,26,E wallet,Male,4,2,Mobile Phone,4,Married,3,1,19,1,2,1,142
160057,1,10,Computer,1,21,UPI,Female,2,3,Fashion,1,Single,2,1,13,4,9,,218
160058,1,1,Phone,1,9,Credit Card,Male,3,5,Mobile Phone,1,Divorced,3,1,14,2,2,2,148
160059,1,1,Mobile Phone,3,14,E wallet,Male,3,4,Mobile Phone,4,Single,2,0,14,1,2,3,155
160060,1,12,Mobile Phone,3,11,E wallet,Male,2,3,Fashion,3,Single,2,1,11,0,7,7,177
160061,1,0,Phone,1,9,Debit Card,Female,3,3,Mobile,5,Single,2,1,11,3,7,7,124
160062,1,0,Computer,1,30,Debit Card,Male,3,3,Fashion,3,Single,4,1,14,1,1,0,198
160063,1,0,Phone,1,23,Debit Card,Female,3,3,Mobile,3,Married,3,1,11,1,1,0,135
160064,1,0,Computer,1,11,Debit Card,Male,3,3,Mobile,5,Married,2,0,17,5,9,7,133
160065,1,1,Computer,3,7,COD,Female,3,5,Mobile Phone,5,Single,8,0,22,1,2,3,145
160066,1,1,Computer,1,23,COD,Female,4,6,Mobile Phone,5,Married,3,1,24,2,2,1,144
160067,1,1,Phone,1,17,Debit Card,Female,3,5,Mobile Phone,5,Single,3,0,14,1,2,1,146
160068,1,1,Phone,1,25,Credit Card,Male,3,6,Mobile Phone,2,Single,3,0,14,1,2,2,148
160069,1,,Mobile Phone,1,11,Debit Card,Male,3,5,Mobile Phone,4,Single,2,1,19,0,1,0,116
160070,1,1,Mobile Phone,1,9,Debit Card,Male,3,4,Mobile Phone,1,Married,3,1,15,2,2,3,162
160071,1,17,Mobile Phone,1,8,Cash on Delivery,Female,4,4,Fashion,3,Single,8,1,15,2,2,,227
160072,1,1,Phone,1,14,Debit Card,Female,4,4,Mobile Phone,3,Divorced,2,1,18,1,2,1,147
160073,1,1,Mobile Phone,3,22,E wallet,Male,3,5,Mobile Phone,3,Married,3,0,13,2,2,1,154
160074,1,14,Computer,1,9,Debit Card,Female,2,4,Fashion,2,Married,3,1,15,0,1,3,207
